Project,Key,Summary,Issue Type,Status,Priority,Resolution,Assignee,Reporter,Creator,Created,Last Viewed,Updated,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Watchers,Images,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Sub-Tasks,Linked Issues,Environment,Description,Security Level,Progress,Σ Progress,Σ Time Spent,Σ Remaining Estimate,Σ Original Estimate,Labels,Rank,Status Whiteboard,Epic Link,Tags,Flagged,Rank (Obsolete),Epic/Theme,Sprint,Issuezilla Id
javacc,JAVACC-270,Minor Memory Leak for CPP Target,Bug,Open,Minor,Unresolved,Unassigned,massmassmass,massmassmass,07/Apr/14 6:43 PM,,08/Apr/14 3:37 AM,,6.0,,parser generator,,0,0,,,,,,,,CentOS,"Options:
 OUTPUT_LANGUAGE = ""c++"";
 MULTI = true;
 NODE_DEFAULT_VOID=true;
 NAMESPACE = ""ExprParser"";
 VISITOR = true;
 /* Any variable used during parsing need to be defined in BaseNode*/
 NODE_CLASS = ""ASTBaseNode"";
 NODE_INCLUDES = ""ASTBaseNode.h"";
 OUTPUT_DIRECTORY = ""DerivedFiles"";
 
 Leak1: ReInit function in Parser.
 Code:
 void ExprParser::ReInit(TokenManager *tm){
 if (head) delete head;
 errorHandler = new ErrorHandler();
 errorHandlerCreated = true;
 hasError = false;
 token_source = tm;
 head = token = new Token();
 token->kind = 0;
 token->next = NULL;
 jj_lookingAhead = false;
 jj_rescan = false;
 jj_done = false;
 jj_scanpos = jj_lastpos = NULL;
 jj_gc = 0;
 jj_kind = -1;
 trace_indent = 0;
 trace_enabled = false;
 jj_ntk = -1;
 jjtree.reset();
 jj_gen = 0;
 for (int i = 0; i < 21; i++) jj_la1[i] = -1;
 }
 Leaking Member: errorHandler
 
 ////////////////////////////////////////////////////////////////
 Leak2: ReInit function in TokenManager
 Code:
 void ExprParserTokenManager::ReInit(JAVACC_CHARSTREAM *stream, int lexState, ExprParser *parserArg) {
 if (input_stream) delete input_stream;
 jjmatchedPos = jjnewStateCnt = 0;
 curLexState = lexState;
 input_stream = stream;
 ReInitRounds();
 debugStream = stdout; // init
 SwitchTo(lexState);
 parser = parserArg;
 errorHandler = new TokenManagerErrorHandler();
 errorHandlerCreated = true;
 }
 
 Leaking Member: errorHandler
 
 ///////////////////////////////////////////////////////////
 
 Suggestion:
 Generate a clear() function, and call it in both deconstructor and begin of reinit
 
 And
 Excellent tool, really appreciate!",,,,,,,,0|i05z8n:,,,,,34870,,,
javacc,JAVACC-269,JavaCC needs to accept return type of productionas valid c++ syntax,Improvement,Closed,Major,Invalid,Unassigned,francisandre,francisandre,05/Apr/14 2:33 PM,,06/Apr/14 6:27 AM,06/Apr/14 6:27 AM,6.0,not determined,general,,0,0,,,,,,,,,"Hi Screeni
 
 There is a need that JavaCC for C++ to accept a return type of a production be compatible with the c++ syntax -- at least for simple return type -- like
 
 Expression* 
 Expression&
 const Expression*
 const Expression&
 
 The idea would be to change the following JavaCC production as
 
 void ResultType(List tokens) :
 	{
 	 Token first = getToken(1);
 	 if (tokens == null)
 	 tokens = new ArrayList();
 	}
 {
 (
 ""void"" [ ""*"" ]
 |
 [ ""const"" ] Type() [ ""*"" | ""&"" ]
 )
 	{
 	 Token last = getToken(0);
 	 Token t = first;
 	 while (true) {
 	 tokens.add(t);
 	 if (t == last) break;
 	 t = t.next;
 	 }
 	}
 }
 
 
 For sure, the control for rejecting this syntax for Java is missing and should be added.
 
 What would be your thought on this improvment?",,,,,,,,0|i04o8f:,,,"c++, return, type",,27255,,,
javacc,JAVACC-268,jjtre for c++: improvment of the generated code,Improvement,Open,Major,Unresolved,Unassigned,francisandre,francisandre,30/Mar/14 3:42 PM,,31/Mar/14 4:19 PM,,6.0,,jjtree,,0,0,,,,,,,,,"Hi Screeni
 
 I am continuing to explore the c++ generation from a jjtree grammar and would suggest you the following enhancements with thoses options
 
 options {
 	BUILD_NODE_FILES=true;
 	MULTI=true;
 	NODE_CLASS=""BaseNode"";
 	TRACK_TOKENS=false;
 	VISITOR=true;
 	VISITOR_DATA_TYPE=""void*"";
 	VISITOR_RETURN_TYPE=""void*"";
 	STATIC = true;
 	OUTPUT_LANGUAGE=""c++"";
 OUTPUT_DIRECTORY=""../gen"";
 JJTREE_OUTPUT_DIRECTORY=""../ast"";
 	NAMESPACE=""SPL"";
 }
 
 
 
 1/ SimpleNode: SimpleNode should be generated in its own header and code file, namely SimpleNode.h and SimpleNode.cc
 
 2/ ParserTree: The ParserTree.h header should include the <NODE_CLASS>.h include since all ASTNode will inherit from the <NODE_CLASS> type.
 
 3/ParserDefaultVisitor: The ParserDefaultVisitor should also be generated in its own header anc code class so that it could be removed if not used.
 
 4/ unsigned int versus int: Mostly all mthods that manage children are using an int as position or length while the std::vector is using size_type. With a strictly compliant compilation, one gets fatal error because the generated code compares int to unsigned int. Using unsigned int or better size_type or size_t would be a better choice.
 
 Rgds",,,,,,,,0|i06vlb:,,,,,40111,,,
javacc,JAVACC-267,jjtree for c++: genrated AST nodes should define the virtual ~ASTXXX destructor,Bug,Open,Major,Unresolved,Unassigned,francisandre,francisandre,28/Mar/14 9:49 AM,,28/Mar/14 2:49 PM,,6.0,,jjtree,,0,0,,,,,,,,"$ $JAVA_HOME/bin/java.exe -version
 java version ""1.7.0_51""
 Java(TM) SE Runtime Environment (build 1.7.0_51-b13)
 Java HotSpot(TM) 64-Bit Server VM (build 24.51-b03, mixed mode)
 
 $ uname -a
 CYGWIN_NT-6.1 idefix 1.7.28(0.271/5/3) 2014-02-09 21:06 x86_64 Cygwin","Hi
 
 jjtree for c++ generates all non user's defined AST nodes with a declaration of a virtual destructor while its definition is not generated which leads to a linker error as
 
 class ASTMult : public SimpleNode {
 public: ASTMult(int id);
 public: ASTMult(Parser *p, int id);
 
 public: virtual ~ASTMult();
 };
 
 ./cpp/ParserTree.o:ParserTree.cc:(.rdata$.refptr._ZTVN3EG27ASTMultE[.refptr._ZTVN3EG27ASTMultE]+0x0): undefined reference to `vtable for EG2::ASTMult'",,,,,,,,0|i06xsv:,,,,,40469,,,
javacc,JAVACC-266,jjtree for c++: ParserTree.h is missing the definition of NULL by #define NULL 0,Bug,Open,Major,Unresolved,Unassigned,francisandre,francisandre,28/Mar/14 9:24 AM,,28/Mar/14 9:24 AM,,6.0,,,,0,0,,,,,,,,"$ uname -a
 CYGWIN_NT-6.1 idefix 1.7.28(0.271/5/3) 2014-02-09 21:06 x86_64 Cygwin
 
 $ $JAVA_HOME/bin/java.exe -version
 java version ""1.7.0_51""
 Java(TM) SE Runtime Environment (build 1.7.0_51-b13)
 Java HotSpot(TM) 64-Bit Server VM (build 24.51-b03, mixed mode)","Hi
 
 In the EG2 jjtree sample, the jjtree c++ generator produces this code
 
 /* Generated By:JJTree: Do not edit this line. ParserTree.cc Version 6.0 */
 /* JavaCCOptions:MULTI=true,NODE_USES_PARSER=false,VISITOR=false,TRACK_TOKENS=false,NODE_PREFIX=AST,NODE_EXTENDS=,NODE_FACTORY=,SUPPORT_CLASS_VISIBILITY_PUBLIC=true */
 #include ""ParserTree.h""
 namespace EG2 {
 
 SimpleNode::SimpleNode(int i)
 {
 id = i;
 parser = NULL;
 value = NULL;
 }
 while NULL is never defined in ParserTree.h",,,,,,,,0|i01hqf:,,,,,8706,,,
javacc,JAVACC-265,language=c++: jjt generator generates user's defined AST in ParserTree.h while it should not.,Bug,Open,Major,Unresolved,Unassigned,francisandre,francisandre,28/Mar/14 9:20 AM,,28/Mar/14 9:20 AM,,6.0,,jjtree,,0,0,,,,,,,,"$ uname -a
 CYGWIN_NT-6.1 idefix 1.7.28(0.271/5/3) 2014-02-09 21:06 x86_64 Cygwin
 
 $ $JAVA_HOME/bin/java.exe -version
 java version ""1.7.0_51""
 Java(TM) SE Runtime Environment (build 1.7.0_51-b13)
 Java HotSpot(TM) 64-Bit Server VM (build 24.51-b03, mixed mode)","Hi
 
 In the EG2 sample targeted for a c++ generation, the jjtree generator generates a ASTMyID class in the ParserTree.h while this user's define ASTMyID class was exixting benfore the generation.
 
 
 options {
 MULTI=true;
 KEEP_LINE_COLUMN = false;
 OUTPUT_LANGUAGE=""C++"";
 NAMESPACE=""EG2""; 
 }
 
 PARSER_BEGIN(Parser)
 PARSER_END(Parser)
 
 /** An Identifier. */
 void MyID() :
 {
 Token t;
 }
 {
 t=<IDENTIFIER>
 {
 jjtThis.setName(t.image);
 }
 }
 
 
 Here a snippet of the ParserTree.h
 
 
 class ASTStart : public SimpleNode {
 public: ASTStart(int id);
 public: ASTStart(Parser *p, int id);
 
 public: virtual ~ASTStart();
 };
 class ASTMyID : public SimpleNode {
 public: ASTMyID(int id);
 public: ASTMyID(Parser *p, int id);
 
 public: virtual ~ASTMyID();
 };
 class ASTInteger : public SimpleNode {
 public: ASTInteger(int id);
 public: ASTInteger(Parser *p, int id);
 
 public: virtual ~ASTInteger();
 };",,,,,,,,0|i0aaav:,,,,,59990,,,
javacc,JAVACC-264,language=c++: incoherent generated return type from a production,Bug,Open,Major,Unresolved,Unassigned,francisandre,francisandre,28/Mar/14 9:12 AM,,28/Mar/14 9:12 AM,,6.0,,jjtree,,0,0,,,,,,,,"$ uname -a
 CYGWIN_NT-6.1 idefix 1.7.28(0.271/5/3) 2014-02-09 21:06 x86_64 Cygwin
 
 $ $JAVA_HOME/bin/java.exe -version
 java version ""1.7.0_51""
 Java(TM) SE Runtime Environment (build 1.7.0_51-b13)
 Java HotSpot(TM) 64-Bit Server VM (build 24.51-b03, mixed mode)","Hi
 
 Running JavaCC 6.0 on the Eg2 sample for a c++ generation produces an incoherent c++ code. IMHO, the return type from the Start() production should be ASTStart* instead of ASTStart.
 
 Here the snippets
 
 options {
 MULTI=true;
 KEEP_LINE_COLUMN = false;
 OUTPUT_LANGUAGE=""C++"";
 NAMESPACE=""EG2""; 
 }
 
 /** Main production. */
 ASTStart Start() : {}
 {
 Expression() "";""
 { return jjtThis; }
 }
 
 ASTStart Parser::Start() {/*@bgen(jjtree) Start */
 ASTStart *jjtn000 = new ASTStart(JJTSTART);
 bool jjtc000 = true;
 jjtree.openNodeScope(jjtn000);
 try {
 Expression();
 jj_consume_token(14);
 jjtree.closeNodeScope(jjtn000, true);
 jjtc000 = false;
 return jjtn000;
 } catch ( ...) {
 if (jjtc000) {
 jjtree.clearNodeScope(jjtn000);
 jjtc000 = false;
 } else {
 jjtree.popNode();
 }
 }
 if (jjtc000) {
 jjtree.closeNodeScope(jjtn000, true);
 }
 assert(false);
 }",,,,,,,,0|i0ccyv:,,,,,72086,,,
javacc,JAVACC-263,org.javacc.parser.Main.reInitAll is missing call to org.javacc.parser.LexGen.reInit (),Bug,Resolved,Major,Fixed,ainsleyc,phax,phax,14/Mar/14 11:24 AM,,15/May/14 6:34 PM,05/May/14 4:53 AM,6.0,6.0,,,0,0,,,,,,,,,"Version: 6.0.1
 Class: org.javacc.parser.Main
 Method: public static void reInitAll
 
 A call to 
 org.javacc.parser.LexGen.reInit ();
 
 is missing.
 This is relevant when using JavaCC in a Maven plugin with multiple exexcutions, as well as for the unit tests!
 
 I just added it to the end of reInitAll and everything works fine!",,,,,,,,0|i0bw2v:,,,"java, maven",,69350,,,
javacc,JAVACC-262,Var not defined in generated parser,Bug,Open,Major,Unresolved,Unassigned,brice.andre,brice.andre,20/Feb/14 7:39 AM,,21/Feb/14 7:50 AM,,6.0,,,,0,1,,,,,,,,Windows,"Dear all,
 
 When I generate the parser for the attached syntax, the generated parser (MathFormulaParserTokenManager.java) contains references to non-defined variables (i1 and l1) in the function ""jjMoveNfa_0"" at the following line : 
 
 switch(jjstateSet[--i])
 {
 case 1:
 if ((jjbitVec0[i2] & l2) != 0L)
 { jjAddStates(4, 5); }
 break;
 default : if (i1 == 0 || l1 == 0 || i2 == 0 || l2 == 0) break; else break;
 }
 
 Regards,
 Brice",,,,,,,,0|i04qwf:,,,,,27687,,,
javacc,JAVACC-261,"Helper #tokens lead to TokenManager.java with ""code too large""",Bug,Open,Major,Unresolved,Unassigned,beesley,beesley,21/Nov/13 9:36 PM,,21/Nov/13 9:36 PM,,5.0,,,,0,0,,,,,,,,N/A,"In a project (www.kleene-lang.org) for a language that uses sigils, e.g. the dollar sign in $foo, the extensive use of helper/auxiliary tokens (such as #sigil or #dollar) to designate the sigils in token definitions in the .jjt file led to an oversized TokenManager.java file and the ""code too large"" error message. These tokens defined with an initial # ""exist solely for the purpose of defining other tokens""--see the #EXPONENT example in https://javacc.java.net/doc/javaccgrm.html. The Kleene.jjt file was reviewed by Sreeni Viswanadha, and he concluded: ""You are right. The #tokens are the issue. Just expand them in place [where #token was previously used] and make them simple string literals and it should work.""",,,,,,,,0|i05hrb:,,,"""code, ""helper, TokenManager, large"", lexer, tokenizer, tokens"", too",,32038,,,
javacc,JAVACC-260,can't link multiple javacc parsers into one c++ binary,Bug,Open,Major,Unresolved,Unassigned,jshute,jshute,18/Sep/13 6:03 PM,,18/Sep/13 6:03 PM,,6.0,,parser generator,,0,0,,,,,,,,,"If you try to link multiple c++ parsers into the same binary, it fails with a linker error 
 
 <dir1>/TokenMgrError.pic.o: multiple definition of 'addUnicodeEscapes(std::string)'
 <dir2>/TokenMgrError.pic.o: previous definition here
 collect2: error: ld returned 1 exit status
 
 addUnicodeEscapes is in the generated file JavaCC.h, without a namespace, so it causes conflicts.",,,,,,,,0|i06g6n:,,,,,37615,,,
javacc,JAVACC-259,C++ version of JJTree doesn't close node properly,Bug,Open,Major,Unresolved,Unassigned,sreeni,sreeni,06/Sep/13 5:22 AM,,01/Dec/13 6:45 AM,,,,,,0,0,,,,,,,,,"Since we don't use exceptions in the C++ version, we get wrong trees sometimes so if someone tries to build trees using javacc, it can cause problems.",,,,,,,,0|i08hiv:,,,,,49496,,,
javacc,JAVACC-258,The jjtree examples don't work in JavaCC 6,Bug,Open,Major,Unresolved,Unassigned,briangordon-serendipity,briangordon-serendipity,29/Jul/13 8:13 PM,,15/Aug/13 5:51 AM,,6.0,,,,0,1,,,,,,,,,"Some of my code that works in JavaCC 5 no longer works in JavaCC 6. I find that the generated TokenManager contains a syntax error; namely, a reference to the variables ""i1"" and ""l1"" which are not defined.
 
 You can reproduce this problem with the built-in jjtree examples. Try building the eg4.jjt example and you'll see the syntax error.",,,,,,,,0|i00vz3:,,,,,5181,,,
javacc,JAVACC-257,readability of generated code,Improvement,Open,Major,Unresolved,Unassigned,er,er,30/Nov/12 12:28 PM,,30/Nov/12 12:28 PM,,,,,,0,0,,10800,10800,,0%,,,all,"I think, the code generated by javacc can be clearer and smaller. 
 Clarity seems important for bugfixing because it is a valuable technique 
 to look into the generated java-files (and to understand them). 
 
 I have a bunch of simplifications. Here is one of it: 
 
 Considered the field jj_nt which is set in method jj_ntk() only. 
 
 This method can be reimplemented as follows showing the intention behind. 
 
 private int jj_ntk() {
 if ((jj_nt=token.next) == null)
 return (jj_ntk = (token.next=token_source.getNextToken()).kind);
 else
 return (jj_ntk = jj_nt.kind);
 }
 
 private int jj_ntkB() {
 jj_nt=token.next;
 if (token.next == null) 
 	 token.next = token_source.getNextToken();
 jj_ntk = token.next.kind;
 return jj_ntk;
 }
 
 So, after having invoked jj_ntk(), jj_nt equals token.next 
 and is in this sense the next token. 
 This remains true until invoking 
 - jj_consume_token(int kind) successfully, because this reads token further 
 whereas this remains true if the invocation results in an exception. 
 In the first case, jj_nt equals token after return. 
 - a method ReInit(...) because this reinitializes token 
 Even if invoking jj_ntk() once more does not change the situation. 
 So leaving reinitialization aside, 
 after having invoked jj_consume_token(int kind) successfully once only, 
 jj_nt equals token as long as invoking jj_ntk() 
 as often as you like. 
 Then jj_nt equals token.next. 
 
 
 Note that the way we rewrote jj_ntk(), it is clear, 
 that jj_nt is not needed in the method. 
 In fact, it is read nowhere in the parser and can thus be eliminated. 
 
 So the implementation can further be simplified. 
 
 private int jj_ntkC() {
 if (token.next == null) 
 	 token.next = token_source.getNextToken();
 jj_ntk = token.next.kind;
 return jj_ntk;
 }
 
 Note that jj_ntk is the name of a method but also of a field. 
 The field int jj_ntk contains a code for the kind of the next token 
 explaining the name. 
 The field is set to -1 signifying that the number is not set 
 - in constructors and reinitialization methods ReInit(...). 
 - in methods jj_consume_token(int kind) and getNextToken() 
 signifying that the next token has been read 
 and so jj_nt and jj_ntk are outdated. 
 Finally, jj_ntk is set to token.next.kind in method jj_ntk(). 
 These are all ways, the parser sets jj_ntk. 
 
 Note that, after invoking jjNtk(), 
 jj_ntk is the kind of jj_nt if this is not null. 
 
 
 The method jj_ntk() is invoked only in a very special context: 
 (jj_ntk==-1)?jj_ntk():jj_ntk 
 which occurs in code for methods related to non-terminals. 
 
 So, instead of invoking this sequence, one can equivalently invoke 
 
 private int jj_ntkD() {
 if (jj_ntk==-1) {
 //	 jj_nt=token.next;
 	 if (token.next == null) 
 	 token.next = token_source.getNextToken();
 	 jj_ntk = token.next.kind;
 }
 return jj_ntk;
 }
 
 SINCE THIS INVOCATION IS VERY FREQUENT, IT MAKES THE CODE SMALLER AND CLEARER.",,0%,0%,,10800,10800,,0|i02vpb:,,,,,16801,,,
javacc,JAVACC-256,nested lookahead,Bug,Closed,Blocker,Works as designed,sreeni,er,er,30/Nov/12 12:15 PM,,30/Nov/12 7:27 PM,30/Nov/12 4:35 PM,,,parser generator,,0,0,,172800,172800,,0%,,,all,"problem occurs when within a lookahead occurs a nonterminal with another lookahead. 
 For the first lookahead the second one is not taken into account, 
 and as a result, the first lookahead always rejects the alternative which is false. 
 
 I provide an example grammar Parser.jj illustrating the problem. 
 In addition I added the file generated from the grammar, 
 but endowed with some comments giving a hint of what happens. 
 Also I changed the ordering of the methods to get it more readable. 
 Finally, i added a file test.txt to be parsed with a single line: 
 a:c=x
 Try also 
 a:b:c=x 
 
 Both should parse without an error. 
 Whereas the second one does, the first one does not. 
 
 Let me say that this is a showstopper for me because i have a quite complicated grammer 
 not feasable without excessive lookahead.",,0%,0%,,172800,172800,,0|i02c0n:,,,,,13612,,,
